1;ACCESSIBILITY_CASE_PROTO_ID;REQUIREMENT_ID;SUBCONDITION_ID;REST_VARIABLE_ID;CONDITION_TYPE;REST_VALUE;ACCESSIBILITY_CASE_NAMES;ACCESSIBILITY_CASE_TITLE;BITS_QRS;REQUIREMENT_TEXT;EXPLANATION_WHY_NOT;EFFORT_TO_FIX;SHORTCOMING_FI;SHORTCOMING_SV;SHORTCOMING_EN
    [658] NATURE_SITE.RAMP.appearance <> ramps_without_wheelchair_benefit;1;20;49;658;I;ramps_without_wheelchair_benefit;;;;;Portaita on, koska maasto on hankala.;BIG;Kulkureitillä on porrasaskelmia hankalan maaston vuoksi.;Rutten har trappsteg på grund av den svåra terrängen.;The route has steps due to the difficult terrain.
    AND;;;;;;;;;;;;;;;
    [659] NATURE_SITE.RAMP.steep = false;1;20;49;659;E;false;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiska on jyrkkä.;BIG;Kulkureitillä on porrasaskelmia, ja lisäksi luiska, mutta luiska on jyrkkä.;På rutten finns minst ett trappsteg och dessutom en ramp, men rampen är brant.;"The route has at least one step; a ramp is available but the incline is steep."
    AND;;;;;;;;;;;;;;;
    [660] NATURE_SITE.RAMP.handrails <> no_handrails;1;20;49;660;I;no_handrails;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiskassa ei ole käsijohdetta.;BIG;Kulkureitillä on porrasaskelmia, ja lisäksi luiska, mutta luiskassa ei ole käsijohdetta.;På rutten finns minst ett trappsteg och dessutom en ramp, men rampen är inte försedd med räcke.;"The route has at least one step; a ramp is available but with no handrail."
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;1;21;50;500;I;indoor_facility;;;QRS:Q:Q;Sisäänkäynnissä ei saa olla portaita mutta jos on, portaat pitää voida ohittaa joko tasonostimen tai pyörätuolinostimen avulla tai loivaa luiskaa myöten, jossa on vähintään toisella puolella käsijohde.;Ainakin yksi porras on, mutta ei luiskaa.;BIG;#1isäänkäynnissä#3 on porrasaskelmia, mutta ei luiskaa.;Vid #2ngången#3 finns minst ett trappsteg, men ingen ramp.;The #2ntrance#3 has at least one step but no ramp.
  OR;;;;;;;;;;;;;;;
  [38] ENTRANCE.01.STEPS.existing = false;1;21;51;38;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [44] ENTRANCE.01.RAMP.existing = true;1;21;52;44;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [46] ENTRANCE.01.RAMP.steep = false;1;21;52;46;E;false;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiska on jyrkkä.;BIG;#1isäänkäynnissä#3 on porrasaskelmia, ja lisäksi luiska, mutta luiska on jyrkkä.;Vid #2ngången#3 finns minst ett trappsteg och dessutom en ramp, men rampen är brant.;"The #2ntrance#3 has at least one step; a ramp is provided but the incline is steep."
    AND;;;;;;;;;;;;;;;
    [47] ENTRANCE.01.RAMP.handrails <> no_handrails;1;21;52;47;I;no_handrails;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiskassa ei ole käsijohdetta.;BIG;#1isäänkäynnissä#3 on porrasaskelmia, ja lisäksi luiska, mutta luiskassa ei ole käsijohdetta.;Vid #2ngången#3 finns minst ett trappsteg och dessutom en ramp, men rampen är inte försedd med räcke.;"The #2ntrance#3 has at least one step; a ramp is available but with no handrail."
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [48] ENTRANCE.01.level_lift = true;1;21;53;48;E;true;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [49] ENTRANCE.01.wheelchair_lift = true;1;21;54;49;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;1;22;55;500;I;indoor_facility;;;QRS:Q:Q;Sisäänkäynnin edessä pitää olla tarpeeksi tilaa pyörätuolilla liikkumiseen.;Tilaa pyörätuolille on liian vähän.;BIG;#1isäänkäynnin#3 edessä on liian vähän tilaa pyörätuolille.;Det finns för lite utrymme för en rullstol framför #2ngången#3.;There is too little room for a wheelchair in front of the #2ntrance#3.
  OR;;;;;;;;;;;;;;;
  [50] ENTRANCE.01.DOOR.sufficiently_room_for_wheelchair_in_front = true;1;22;56;50;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;1;23;57;500;I;indoor_facility;;;QRS:Q:Q;Sisäänkäynnin ovi ei saa olla raskas.;Sisäänkäynnin ovi on raskas.;BIG;#1isäänkäynnin#3 ovi on raskas.;Dörren vid #2ngången#3 är tung.;The #2ntrance#3 door is heavy.
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [54] ENTRANCE.01.DOOR.opening_method <> is_heavy_or_otherwise_hard_to_open;1;23;58;54;I;is_heavy_or_otherwise_hard_to_open;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [54] ENTRANCE.01.DOOR.opening_method <> requires_use_of_buzzer_and_is_heavy;1;23;58;54;I;requires_use_of_buzzer_and_is_heavy;;;;;;;;;
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;1;24;59;500;I;indoor_facility;;;QRS:Q:Q;Sisäänkäynnissä ei saa olla yli 2 cm korkeaa kynnystä.;Yli 2 cm korkea kynnys on.;BIG;#1isäänkäynnissä#3 on yli 2 cm korkea kynnys.;Vid #2ngången#3 finns en över 2 cm hög tröskel.;The #2ntrance#3 has a threshold over 2 cm high.
  OR;;;;;;;;;;;;;;;
  [56] ENTRANCE.01.threshold_height <> over_20mm;1;24;60;56;I;over_20mm;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;1;25;61;500;I;indoor_facility;;;QRS:Q:Q;Sisäänkäynnissä ei saa olla ahdasta tuulikaappia.;Sisäänkäynnissä on ahdas tuulikaappi.;BIG;#1isäänkäynnissä#3 on ahdas tuulikaappi.;Det finns ett trångt vindfång vid #2ngången#3.;The #2ntrance#3 has a cramped foyer.
  OR;;;;;;;;;;;;;;;
  [57] ENTRANCE.01.FOYER.existing = false;1;25;62;57;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [58] ENTRANCE.01.FOYER.sufficiently_room_for_wheelchair = true;1;25;63;58;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;1;26;64;500;I;indoor_facility;;;QRS:Q:Q;Jos toimipisteessä asioiminen vaatii liikkumista kerrosten välillä, sisätiloissa pitää olla tarjolla hissi, jonka ovi ei ole raskas ja jonka edessä ja sisällä on tilaa pyörätuolille.;Toimipisteessä ei ole hissiä, vaikka asiointi vaatii liikkumista kerrosten välillä.;BIG;Toimipisteessä ei ole hissiä, vaikka asiointi vaatii liikkumista kerrosten välillä.;Det finns ingen hiss i verksamhetsstället, trots att man måste röra sig mellan våningsplanen för att uträtta ärenden.;The facility does not have a lift although access between floors is required.
  OR;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type = public_toilet;1;26;65;60;E;public_toilet;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type = other_indoor_facility;1;26;66;60;E;other_indoor_facility;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [148] PLAYGROUND.has_playground_building = false;1;26;67;148;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [62] SERVICE_POINT.same_floor_as_entrance_no_need_for_lift = true;1;26;68;62;E;true;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [70] INTERIOR.LIFT.existing = true;1;26;69;70;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [73] INTERIOR.LIFT.sufficiently_room_for_wheelchair_inside = true;1;26;69;73;E;true;;;;;Hissin sisällä on liian vähän tilaa pyörätuolille.;BIG;Sisätiloissa on hissi, jonka sisällä on liian vähän tilaa pyörätuolille.;Inomhus finns en hiss som är för trång för en rullstol.;The indoor area has a lift with too little room for a wheelchair inside.
    AND;;;;;;;;;;;;;;;
    [74] INTERIOR.LIFT.sufficiently_room_for_wheelchair_in_front = true;1;26;69;74;E;true;;;;;Hissin edessä on liian vähän tilaa pyörätuolille.;BIG;Sisätiloissa on hissi, jonka edessä on liian vähän tilaa pyörätuolille.;Inomhus finns en hiss, framför vilken det är för trångt för en rullstol.;The indoor area has a lift with too little room for a wheelchair in front.
    AND;;;;;;;;;;;;;;;
    [77] INTERIOR.LIFT.door_opening_method <> is_heavy;1;26;69;77;I;is_heavy;;;;;Hissin ovi on raskas.;BIG;Sisätiloissa on hissi, jonka ovi on raskas.;Inomhus finns en hiss med en tung dörr.;The indoor area has a lift with a heavy door.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;1;27;70;500;I;indoor_facility;;;QRS:Q:Q;Sisätilojen kulkureiteillä ei saa olla yli 2 cm korkeaa kynnystä.;Yli 2 cm korkea kynnys on.;BIG;Sisätilojen kulkureiteillä on yli 2 cm korkeita kynnyksiä.;Inomhus finns över 2 cm höga trösklar.;The indoor routes have thresholds over 2 cm high.
  OR;;;;;;;;;;;;;;;
  [91] INTERIOR.threshold_height <> over_20mm;1;27;71;91;I;over_20mm;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;1;28;72;500;I;indoor_facility;;;QRS:Q:Q;Sisätilojen kulkureiteillä ei saa olla yhtään porrasta mutta jos on, portaat pitää voida ohittaa joko tasonostimen tai pyörätuolinostimen avulla tai loivaa luiskaa myöten, jossa on vähintään toisella puolella käsijohde.;Ainakin yksi porras on, mutta ei luiskaa.;BIG;Sisätilojen kulkureiteillä on porrasaskelmia, mutta ei luiskaa.;Inomhus finns minst ett trappsteg, men ingen ramp.;The indoor routes have at least one step but no ramp.
  OR;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type = public_toilet;1;28;73;60;E;public_toilet;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type = other_indoor_facility;1;28;74;60;E;other_indoor_facility;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [148] PLAYGROUND.has_playground_building = false;1;28;75;148;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [92] INTERIOR.STEPS.existing = false;1;28;76;92;E;false;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [98] INTERIOR.RAMP.existing = true;1;28;77;98;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [100] INTERIOR.RAMP.steep = false;1;28;77;100;E;false;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiska on jyrkkä.;BIG;Sisätilojen kulkureiteillä on porrasaskelmia, ja lisäksi luiska, mutta luiska on jyrkkä.;Inomhus finns minst ett trappsteg och dessutom en ramp, men rampen är brant.;"The indoor routes have at least one step; a ramp is provided but the incline is steep."
    AND;;;;;;;;;;;;;;;
    [101] INTERIOR.RAMP.handrails <> no_handrails;1;28;77;101;I;no_handrails;;;;;Ainakin yksi porras on, ja lisäksi luiska, mutta luiskassa ei ole käsijohdetta.;BIG;Sisätilojen kulkureiteillä on porrasaskelmia, ja lisäksi luiska, mutta luiskassa ei ole käsijohdetta.;Inomhus finns minst ett trappsteg och dessutom en ramp, men rampen är inte försedd med räcke.;"The indoor routes have at least one step; a ramp is available but with no handrail."
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [102] INTERIOR.level_lift = true;1;28;78;102;E;true;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  [103] INTERIOR.wheelchair_lift = true;1;28;79;103;E;true;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> outdoor_sport_facility;1;29;80;60;I;outdoor_sport_facility;;;QRS:Q:Q;Uimarannalla pitää olla opastaulu, josta ilmenee palvelujen sijainnit, ja jonka luokse vievä kulkureitti pitää olla tasainen ja riittävän leveä.;Opastaulua ei ole.;BIG;Uimarannalla ei ole opastaulua.;Det finns ingen informationstavla i badstranden.;The beach does not have an information board.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> beach;1;29;81;61;I;beach;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [525] OUTDOOR_SPORT_FACILITY.INFORMATION_BOARD.existing = true;1;29;82;525;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [530] OUTDOOR_SPORT_FACILITY.INFORMATION_BOARD.ROUTE.existing = true;1;29;82;530;E;true;;;;;Selkeää kulkureittiä opastaululle ei ole.;BIG;Selkeää kulkureittiä opastaululle ei ole.;Det finns ingen klar rutt till informationstavla.;There is no clear route to the information board.
    AND;;;;;;;;;;;;;;;
    [531] OUTDOOR_SPORT_FACILITY.INFORMATION_BOARD.ROUTE.surface = smooth;1;29;82;531;E;smooth;;;;;Kulkureitti opastaululle ei ole tasainen.;SMALL;Kulkureitti opastaululle ei ole tasainen.;Rutten till informationstavla är inte jämn.;The route to the information board is not even.
    AND;;;;;;;;;;;;;;;
    [532] OUTDOOR_SPORT_FACILITY.INFORMATION_BOARD.ROUTE.width = sufficiently_wide;1;29;82;532;E;sufficiently_wide;;;;;Kulkureitti opastaululle ei ole tarpeeksi leveä.;BIG;Kulkureitti opastaululle ei ole tarpeeksi leveä.;Rutten till informationstavla är inte tillräckligt bred.;The route to the information board is not sufficiently wide.
    AND;;;;;;;;;;;;;;;
    [533] OUTDOOR_SPORT_FACILITY.INFORMATION_BOARD.MAP.existing = true;1;29;82;533;E;true;;;;;Opastaulussa ei ole karttaa.;BIG;Opastaulussa ei ole karttaa, jossa olisi osoitettu alueen palvelut.;I informationstavlan finns ingen karta för att berätta var servicen ligger.;There is no map in the information board to tell where the services are.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> outdoor_sport_facility;1;30;83;60;I;outdoor_sport_facility;;;QRS:Q:Q;Ulkokuntoiluvälineiden yhteydessä pitää olla opastaulu, joka on illalla valaistu.;Opastaulua ei ole.;BIG;Ulkokuntoiluvälineistä kertovaa opastaulua ei ole.;Det finns ingen informationstavla för utomhusmotionsutrustningar.;There is no information board for outdoor fitness equipment.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> outdoor_fitness_equipment;1;30;84;61;I;outdoor_fitness_equipment;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [525] OUTDOOR_SPORT_FACILITY.INFORMATION_BOARD.existing = true;1;30;85;525;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [527] OUTDOOR_SPORT_FACILITY.INFORMATION_BOARD.illuminated = true;1;30;85;527;E;true;;;;;Opastaulu ei ole valaistu.;BIG;Ulkokuntoiluvälineistä kertova opastaulu ei ole valaistu.;Informationstavlan för utomhusmotionsutrustningar är inte upplyst.;The information board for outdoor fitness equipment is not illuminated.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [500] SERVICE_POINT.general_type <> indoor_facility;1;31;86;500;I;indoor_facility;;;QS:Q:Q;Sisätiloissa pitää olla esteetön wc, jonka vähintään 85 cm leveä ovi on helppo avata ja sulkea, ja jossa on tarpeeksi tilaa pyörätuolille, tukikaide seinässä sekä käsituet wc-istuimen molemmilla puolilla.;Toimipisteessä ei ole esteetöntä wc:tä.;BIG;Toimipisteessä ei ole esteetöntä wc:tä.;Det finns ingen tillgänglig toalett i verksamhetsstället.;The facility does not have an accessible toilet.
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [107] INTERIOR.ACCESSIBLE_WC.existing = true;1;31;87;107;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [112] INTERIOR.ACCESSIBLE_WC.sufficiently_room_for_wheelchair = true;1;31;87;112;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa pyörätuolille.;BIG;Esteettömäksi merkityssä wc:ssä ei ole tarpeeksi tilaa pyörätuolille.;Toaletten som har angetts som tillgänglig är inte tillräckligt rymlig för en rullstol.;The toilet marked as accessible does not have sufficient room for a wheelchair.
    AND;;;;;;;;;;;;;;;
    [113] INTERIOR.ACCESSIBLE_WC.DOOR.width_at_least_850mm = true;1;31;87;113;E;true;;;;;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;BIG;Esteettömäksi merkityssä wc:ssä on liian kapea ovi.;Dörren till toaletten som har angetts som tillgänglig är för smal.;The door of the toilet marked as accessible is too narrow.
    AND;;;;;;;;;;;;;;;
    [114] INTERIOR.ACCESSIBLE_WC.DOOR.easy_to_open_and_close = true;1;31;87;114;E;true;;;;;Esteettömäksi merkityn wc:n ovea ei ole helppo avata ja sulkea.;BIG;Esteettömäksi merkityn wc:n ovea ei ole helppo avata ja sulkea.;Dörren till toaletten som har angetts som tillgänglig är svår att öppna och stänga.;The door of the toilet marked as accessible cannot be easily opened and closed.
    AND;;;;;;;;;;;;;;;
    [115] INTERIOR.ACCESSIBLE_WC.handrails_both_sides_of_seat = true;1;31;87;115;E;true;;;;;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;BIG;Esteettömäksi merkityssä wc:ssä ei ole käsitukia wc-istuimen toisella tai kummallakaan puolilla.;Toaletten som har angetts som tillgänglig har varken ensidigt eller dubbelsidigt armstöd på toalettstolen.;The toilet marked as accessible does not have arm supports on one or both sides of the toilet seat.
    AND;;;;;;;;;;;;;;;
    [135] INTERIOR.ACCESSIBLE_WC.WALL_HANDRAILS.existing = true;1;31;87;135;E;true;;;;;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;BIG;Esteettömäksi merkityn wc:n seinässä ei ole tukikaidetta.;Toaletten som har angetts som tillgänglig har inget räck på väggen.;The toilet marked as accessible does not have handrails on the wall.
  );;;;;;;;;;;;;;;
);;;;;;;;;;;;;;;
AND;;;;;;;;;;;;;;;
(;;;;;;;;;;;;;;;
  [60] SERVICE_POINT.type <> outdoor_sport_facility;1;32;88;60;I;outdoor_sport_facility;;;QRS:Q:Q;Ulkoliikuntapaikassa pitää olla esteetön wc, jonka vähintään 85 cm leveä ovi on helppo sulkea, ja jossa on tarpeeksi tilaa pyörätuolille, tukikaide seinässä sekä käsituet wc-istuimen molemmilla puolilla. Kulkureitti wc-rakennukseen pitää olla tasainen ja riittävän leveä. Rakennuksen sisäänkäynnin edessä pitää olla tarpeeksi tilaa pyörätuolille, sisäänkäyntiovi ei saa olla raskas eikä ovessa saa olla yli 2 cm korkeaa kynnystä.;Ulkoliikuntapaikassa ei ole esteetöntä wc:tä.;BIG;Ulkoliikuntapaikassa ei ole esteetöntä wc:tä.;Det finns ingen tillgänglig toalett i utomhusmotionsställe.;The outdoor sport facility does not have an accessible toilet.
  OR;;;;;;;;;;;;;;;
  [61] SERVICE_POINT.detailed_type <> beach;1;32;89;61;I;beach;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [535] OUTDOOR_SPORT_FACILITY.WC.existing = true;1;32;90;535;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [536] OUTDOOR_SPORT_FACILITY.WC.type = flush_toilet_in_dressing_room;1;32;90;536;E;flush_toilet_in_dressing_room;;;;;;;;;
  );;;;;;;;;;;;;;;
  OR;;;;;;;;;;;;;;;
  (;;;;;;;;;;;;;;;
    [535] OUTDOOR_SPORT_FACILITY.WC.existing = true;1;32;91;535;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [536] OUTDOOR_SPORT_FACILITY.WC.type <> flush_toilet_in_dressing_room;1;32;91;536;I;flush_toilet_in_dressing_room;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [537] OUTDOOR_SPORT_FACILITY.WC.marked_as_accessible_wc = true;1;32;91;537;E;true;;;;;;;;;
    AND;;;;;;;;;;;;;;;
    [542] OUTDOOR_SPORT_FACILITY.WC.ROUTE.existing = true;1;32;91;542;E;true;;;;;Selkeää kulkureittiä esteettömäksi merkittyyn wc:hen ei ole.;BIG;Selkeää kulkureittiä esteettömäksi merkittyyn wc:hen ei ole.;Det finns ingen klar rutt till toaletten som har angetts som tillgänglig.;There is no clear route to the toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [543] OUTDOOR_SPORT_FACILITY.WC.ROUTE.surface = smooth;1;32;91;543;E;smooth;;;;;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tasainen.;SMALL;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tasainen.;Rutten till toaletten som har angetts som tillgänglig är inte jämn.;The route to the toilet marked as accessible is not even.
    AND;;;;;;;;;;;;;;;
    [544] OUTDOOR_SPORT_FACILITY.WC.ROUTE.width = sufficiently_wide;1;32;91;544;E;sufficiently_wide;;;;;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tarpeeksi leveä.;BIG;Kulkureitti esteettömäksi merkittyyn wc:hen ei ole tarpeeksi leveä.;Rutten till toaletten som har angetts som tillgänglig är inte tillräckligt bred.;The route to the toilet marked as accessible is not sufficiently wide.
    AND;;;;;;;;;;;;;;;
    [555] OUTDOOR_SPORT_FACILITY.WC.OUTSIDE_DOOR.sufficiently_room_for_wheelchair_in_front = true;1;32;91;555;E;true;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin edessä on liian vähän tilaa pyörätuolille.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin edessä on liian vähän tilaa pyörätuolille.;Det finns för lite utrymme för en rullstol framför byggnaden, som innehåller toaletten som har angetts som tillgänglig.;There is too little room for a wheelchair in front of the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [556] OUTDOOR_SPORT_FACILITY.WC.OUTSIDE_DOOR.door_opening_method <> is_heavy;1;32;91;556;I;is_heavy;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin ovi on raskas.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnin ovi on raskas.;Dörren vid ingången är tung i byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance door is heavy in the building that has a toilet marked as accessible.
    AND;;;;;;;;;;;;;;;
    [557] OUTDOOR_SPORT_FACILITY.WC.OUTSIDE_DOOR.threshold_height <> over_20mm;1;32;91;557;I;over_20mm;;;;;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on yli 2 cm korkea kynnys.;BIG;Esteettömäksi merkitty wc sijaitsee rakennuksessa, jonka sisäänkäynnissä on yli 2 cm korkea kynnys.;Vid ingången finns en över 2 cm hög tröskel i byggnaden, som innehåller toaletten som har angetts som tillgänglig.;The entrance has a threshold over 2 cm high in the building that has a toilet marked as accessible.
